DateTime,Ram(MB),VirtualResource(MB),CPU(%),Memory(%),Runtime,ProcessName,VehicleSpeed
2020-04-14 18:39:08.007160,548292,1216364,0.0,2.2,0:06.40,slam_gmapping,0.0
2020-04-14 18:39:08.162633,548292,1216364,6.2,2.2,0:06.41,slam_gmapping,0.0
2020-04-14 18:39:08.318154,548292,1216364,0.0,2.2,0:06.41,slam_gmapping,0.0
2020-04-14 18:39:08.474044,548292,1216364,0.0,2.2,0:06.41,slam_gmapping,0.0
2020-04-14 18:39:08.632110,548292,1216364,6.7,2.2,0:06.42,slam_gmapping,0.0
2020-04-14 18:39:08.790224,548292,1216364,0.0,2.2,0:06.42,slam_gmapping,0.0
2020-04-14 18:39:08.945473,548292,1216364,6.7,2.2,0:06.43,slam_gmapping,0.0
2020-04-14 18:39:09.102221,548292,1216364,6.7,2.2,0:06.44,slam_gmapping,0.0
2020-04-14 18:39:09.259733,548292,1216364,0.0,2.2,0:06.44,slam_gmapping,0.0
2020-04-14 18:39:09.414796,548292,1216364,6.7,2.2,0:06.45,slam_gmapping,0.0
2020-04-14 18:39:09.570796,548292,1216364,0.0,2.2,0:06.45,slam_gmapping,0.0
2020-04-14 18:39:09.726236,548292,1216364,0.0,2.2,0:06.45,slam_gmapping,0.0
2020-04-14 18:39:09.883087,548292,1216364,6.2,2.2,0:06.46,slam_gmapping,0.0
2020-04-14 18:39:10.039777,548292,1216364,0.0,2.2,0:06.46,slam_gmapping,0.0
2020-04-14 18:39:10.196939,548292,1216364,6.7,2.2,0:06.47,slam_gmapping,0.0
2020-04-14 18:39:10.355212,548292,1216364,0.0,2.2,0:06.47,slam_gmapping,0.0
2020-04-14 18:39:10.532241,548292,1216364,13.3,2.2,0:06.49,slam_gmapping,0.0
2020-04-14 18:39:10.707337,548292,1216364,0.0,2.2,0:06.49,slam_gmapping,0.0
2020-04-14 18:39:10.882345,548292,1216364,6.7,2.2,0:06.50,slam_gmapping,0.0
2020-04-14 18:39:11.060278,548292,1216364,6.7,2.2,0:06.52,slam_gmapping,0.0
2020-04-14 18:39:11.233042,548292,1216364,6.7,2.2,0:06.53,slam_gmapping,0.0
2020-04-14 18:39:11.407461,548292,1216364,6.7,2.2,0:06.54,slam_gmapping,0.0
2020-04-14 18:39:11.581929,548292,1216364,6.7,2.2,0:06.55,slam_gmapping,0.0
2020-04-14 18:39:11.749495,548292,1216364,0.0,2.2,0:06.55,slam_gmapping,0.0
2020-04-14 18:39:11.921674,548292,1216364,6.7,2.2,0:06.56,slam_gmapping,0.0
2020-04-14 18:39:12.096934,548292,1216364,6.2,2.2,0:06.57,slam_gmapping,0.0
2020-04-14 18:39:12.276054,548292,1216364,6.7,2.2,0:06.58,slam_gmapping,0.08300447836518288
2020-04-14 18:39:12.435910,548292,1216364,0.0,2.2,0:06.58,slam_gmapping,0.13145163282752037
2020-04-14 18:39:12.591843,548292,1216364,6.7,2.2,0:06.59,slam_gmapping,0.17143449559807777
