DateTime,Ram(MB),VirtualResource(MB),CPU(%),Memory(%),Runtime,ProcessName,VehicleSpeed
2020-05-05 18:55:34.086133,1465.344,2125404,0.0,6.1,0:02.65,hector_mapping,0.0
2020-05-05 18:55:34.243871,1465.344,2125404,0.0,6.1,0:02.65,hector_mapping,0.0
2020-05-05 18:55:34.400804,1465.344,2125404,0.0,6.1,0:02.65,hector_mapping,0.0
2020-05-05 18:55:34.557363,1465.344,2125404,6.7,6.1,0:02.66,hector_mapping,0.0
2020-05-05 18:55:34.714500,1465.344,2125404,0.0,6.1,0:02.67,hector_mapping,0.0
2020-05-05 18:55:34.872608,1465.344,2125404,0.0,6.1,0:02.67,hector_mapping,0.0
2020-05-05 18:55:35.029108,1465.344,2125404,0.0,6.1,0:02.67,hector_mapping,0.0
2020-05-05 18:55:35.185911,1483.776,2189416,86.7,6.2,0:02.80,hector_mapping,0.0
2020-05-05 18:55:35.344782,1465.344,2125404,26.7,6.1,0:02.85,hector_mapping,0.0
2020-05-05 18:55:35.501801,1465.344,2125404,0.0,6.1,0:02.85,hector_mapping,0.0
2020-05-05 18:55:35.658128,1465.344,2125404,13.3,6.1,0:02.87,hector_mapping,0.0
2020-05-05 18:55:35.813597,1465.344,2125404,0.0,6.1,0:02.87,hector_mapping,0.0
2020-05-05 18:55:35.969669,1465.344,2125404,0.0,6.1,0:02.87,hector_mapping,0.0
2020-05-05 18:55:36.125312,1465.344,2125404,0.0,6.1,0:02.87,hector_mapping,0.0
2020-05-05 18:55:36.287538,1465.344,2125404,6.7,6.1,0:02.88,hector_mapping,0.0
2020-05-05 18:55:36.445322,1465.344,2125404,0.0,6.1,0:02.88,hector_mapping,0.0
2020-05-05 18:55:36.604116,1465.344,2125404,6.7,6.1,0:02.89,hector_mapping,0.0
2020-05-05 18:55:36.774480,1465.344,2125404,6.7,6.1,0:02.90,hector_mapping,0.0
2020-05-05 18:55:36.948730,1465.344,2125404,0.0,6.1,0:02.90,hector_mapping,0.0
2020-05-05 18:55:37.125008,1465.344,2125404,6.2,6.1,0:02.92,hector_mapping,0.0
2020-05-05 18:55:37.296316,1465.344,2125404,6.7,6.1,0:02.93,hector_mapping,0.0
2020-05-05 18:55:37.471729,1465.344,2125404,13.3,6.1,0:02.95,hector_mapping,0.0
2020-05-05 18:55:37.647792,1465.344,2125404,0.0,6.1,0:02.95,hector_mapping,0.0
2020-05-05 18:55:37.821009,1465.344,2125404,0.0,6.1,0:02.96,hector_mapping,0.0
2020-05-05 18:55:37.997588,1465.344,2125404,13.3,6.1,0:02.98,hector_mapping,0.0
2020-05-05 18:55:38.170972,1465.344,2125404,6.7,6.1,0:02.99,hector_mapping,0.09206083416938782
2020-05-05 18:55:38.344313,1465.344,2125404,6.2,6.1,0:03.00,hector_mapping,0.09316419996321201
2020-05-05 18:55:38.514567,1465.344,2125404,6.7,6.1,0:03.01,hector_mapping,0.06674950383603573
2020-05-05 18:55:38.684598,1465.344,2125404,6.7,6.1,0:03.02,hector_mapping,0.09581570327281952
2020-05-05 18:55:38.840705,1465.344,2125404,0.0,6.1,0:03.02,hector_mapping,0.10073162242770195
2020-05-05 18:55:38.996908,1465.344,2125404,6.7,6.1,0:03.03,hector_mapping,0.17303811013698578
2020-05-05 18:55:39.153584,1465.344,2125404,0.0,6.1,0:03.03,hector_mapping,0.4244791567325592
2020-05-05 18:55:39.310176,1465.344,2125404,66.7,6.1,0:03.13,hector_mapping,0.9440619349479675
2020-05-05 18:55:39.467414,1465.344,2125404,40.0,6.1,0:03.20,hector_mapping,1.2860819399356842
